rating,restaurantRating,rating_deviation,friendCount,reviewCount,reviewUsefulCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,reviewer_account_age_days,reviewer_engagement_ratio,reviewer_social_reach,reviewer_helpfulness_ratio,reviewer_activity_level,review_word_count,flagged
5,4.0,1.0,4,4,0,4,2,0,2,0,0,5,1.2,4,0.8,1.6094379124341003,122,1
5,4.5,0.5,0,18,0,4,3,0,0,0,0,20,0.3684210526315789,0,0.21052631578947367,2.9444389791664403,19,1
4,3.5,0.5,0,5,0,3,0,0,0,0,0,162,0.5,0,0.5,1.791759469228055,32,1
4,3.5,0.5,105,196,3,178,83,117,85,60,8,684,1.9187817258883249,113,0.9035532994923858,5.2832037287379885,59,0
1,3.5,2.5,0,1,0,0,0,0,0,0,0,9,0.0,0,0.0,0.6931471805599453,75,1
3,4.0,1.0,0,11,0,16,7,6,0,0,0,10,2.4166666666666665,0,1.3333333333333333,2.4849066497880004,46,1
5,4.0,1.0,0,4,0,0,0,0,0,0,0,10,0.0,0,0.0,1.6094379124341003,30,1
5,3.5,1.5,0,5,0,1,0,0,0,0,0,115,0.16666666666666666,0,0.16666666666666666,1.791759469228055,13,1
4,3.5,0.5,36,367,0,229,96,110,42,61,11,891,1.1820652173913044,47,0.6222826086956522,5.908082938168931,33,0
1,3.5,2.5,7,1,0,1,0,1,0,0,0,19,1.0,7,0.5,0.6931471805599453,39,1
5,4.5,0.5,0,2,0,0,0,0,0,0,0,9,0.0,0,0.0,1.0986122886681098,35,1
4,4.5,0.5,9,26,0,29,15,4,2,1,0,322,1.7777777777777777,9,1.0740740740740742,3.295836866004329,190,0
5,4.0,1.0,0,1,0,0,0,0,0,0,0,7,0.0,0,0.0,0.6931471805599453,113,1
1,4.0,3.0,5,15,3,13,4,2,0,0,0,102,1.1875,5,0.8125,2.772588722239781,317,0
2,4.0,2.0,0,7,0,9,5,9,0,0,0,513,2.875,0,1.125,2.0794415416798357,21,1
5,4.0,1.0,3,50,2,27,19,2,5,2,0,1267,0.9411764705882353,3,0.5294117647058824,3.9318256327243257,7,0
5,4.0,1.0,1,2,0,0,0,1,0,0,0,294,0.3333333333333333,1,0.0,1.0986122886681098,71,1
5,4.0,1.0,35,121,1,121,89,60,118,113,3,327,2.2131147540983607,38,0.9918032786885246,4.804021044733257,107,0
5,4.0,1.0,0,52,0,10,7,3,1,0,0,157,0.37735849056603776,0,0.18867924528301888,3.970291913552122,8,0
3,4.5,1.5,5,245,1,176,97,61,31,1,1,1308,1.3577235772357723,6,0.7154471544715447,5.5053315359323625,4,0
5,4.0,1.0,0,4,0,0,0,0,0,0,0,54,0.0,0,0.0,1.6094379124341003,31,1
5,4.0,1.0,3,1,0,0,0,0,0,0,0,278,0.0,3,0.0,0.6931471805599453,115,0
5,4.5,0.5,81,233,1,225,127,53,68,0,6,602,1.7307692307692308,87,0.9615384615384616,5.455321115357702,96,0
5,4.0,1.0,2,15,1,9,1,0,0,1,0,446,0.625,2,0.5625,2.772588722239781,20,0
1,3.5,2.5,0,15,0,3,1,0,0,0,0,797,0.25,0,0.1875,2.772588722239781,33,1
5,4.0,1.0,0,10,0,0,0,0,0,0,0,0,0.0,0,0.0,2.3978952727983707,27,1
4,4.0,0.0,0,6,0,0,0,0,0,0,0,57,0.0,0,0.0,1.9459101490553132,20,1
5,4.5,0.5,0,1,0,0,0,0,0,0,0,479,0.0,0,0.0,0.6931471805599453,68,1
5,3.5,1.5,9,142,0,91,30,41,13,12,0,655,1.132867132867133,9,0.6363636363636364,4.962844630259907,28,0
2,4.0,2.0,5,25,0,38,22,13,2,0,0,18,2.8076923076923075,5,1.4615384615384615,3.258096538021482,26,0
5,4.0,1.0,0,4,0,0,0,0,0,0,0,833,0.0,0,0.0,1.6094379124341003,43,0
5,4.0,1.0,49,166,1,287,88,56,43,0,4,337,2.5808383233532934,53,1.718562874251497,5.117993812416755,12,0
5,4.0,1.0,17,147,0,113,58,62,17,110,2,700,1.5743243243243243,19,0.7635135135135135,4.997212273764115,53,0
5,3.5,1.5,0,3,0,0,0,0,0,0,0,26,0.0,0,0.0,1.3862943611198906,22,1
5,4.0,1.0,0,1,0,3,1,0,0,0,0,26,2.0,0,1.5,0.6931471805599453,139,1
4,4.0,0.0,19,96,1,50,16,20,4,3,1,717,0.8865979381443299,20,0.5154639175257731,4.574710978503383,12,0
5,3.5,1.5,3,4,0,3,0,0,0,0,0,24,0.6,3,0.6,1.6094379124341003,33,0
4,4.0,0.0,5,18,0,8,2,0,3,0,0,8,0.5263157894736842,5,0.42105263157894735,2.9444389791664403,54,1
5,4.0,1.0,0,12,0,7,0,2,0,0,0,0,0.6923076923076923,0,0.5384615384615384,2.5649493574615367,45,1
5,4.0,1.0,0,21,1,20,3,1,1,0,0,92,1.0909090909090908,0,0.9090909090909091,3.091042453358316,22,0
4,4.0,0.0,0,11,0,1,0,0,0,0,0,418,0.08333333333333333,0,0.08333333333333333,2.4849066497880004,43,1
1,4.0,3.0,0,1,0,0,0,0,0,0,0,5,0.0,0,0.0,0.6931471805599453,141,1
2,4.0,2.0,48,3,1,4,0,0,1,1,0,2,1.0,48,1.0,1.3862943611198906,48,0
5,3.5,1.5,0,2,0,0,0,0,0,0,0,19,0.0,0,0.0,1.0986122886681098,52,1
4,4.0,0.0,70,373,0,341,147,106,58,299,3,137,1.588235294117647,73,0.9117647058823529,5.924255797414532,66,0
4,4.0,0.0,13,13,0,7,7,7,2,0,0,8,1.5,13,0.5,2.6390573296152584,26,1
4,4.0,0.0,34,116,2,93,16,19,10,0,2,416,1.0940170940170941,36,0.7948717948717948,4.762173934797756,210,0
4,3.5,0.5,0,8,0,2,0,1,0,0,0,5,0.3333333333333333,0,0.2222222222222222,2.1972245773362196,76,1
4,4.0,0.0,0,12,0,2,0,1,0,0,0,25,0.23076923076923078,0,0.15384615384615385,2.5649493574615367,27,1
5,4.5,0.5,16,5,0,1,0,0,0,0,0,449,0.16666666666666666,16,0.16666666666666666,1.791759469228055,85,0
4,4.0,0.0,9,27,0,30,19,30,4,0,2,229,2.8214285714285716,11,1.0714285714285714,3.332204510175204,123,0
5,4.0,1.0,0,7,0,8,0,2,0,0,0,329,1.25,0,1.0,2.0794415416798357,52,0
5,4.0,1.0,0,5,0,2,1,2,0,0,0,20,0.8333333333333334,0,0.3333333333333333,1.791759469228055,45,1
5,4.0,1.0,0,1,0,0,0,0,0,0,0,16,0.0,0,0.0,0.6931471805599453,57,1
1,4.0,3.0,0,2,0,2,1,0,0,0,0,226,1.0,0,0.6666666666666666,1.0986122886681098,36,1
2,4.0,2.0,0,6,0,4,0,2,0,0,0,45,0.8571428571428571,0,0.5714285714285714,1.9459101490553132,48,1
5,4.0,1.0,6,40,1,3,5,1,0,0,0,24,0.21951219512195122,6,0.07317073170731707,3.713572066704308,29,0
3,3.5,0.5,0,6,0,1,0,0,0,0,0,14,0.14285714285714285,0,0.14285714285714285,1.9459101490553132,9,1
2,4.0,2.0,43,55,1,148,70,53,37,0,4,205,4.839285714285714,47,2.642857142857143,4.02535169073515,162,0
4,3.5,0.5,0,1,0,0,0,0,0,0,0,8,0.0,0,0.0,0.6931471805599453,86,1
5,4.0,1.0,0,1,1,1,1,0,0,0,0,27,1.0,0,0.5,0.6931471805599453,48,0
4,4.0,0.0,36,43,2,85,65,50,28,1,3,22,4.545454545454546,39,1.9318181818181819,3.784189633918261,96,0
5,4.5,0.5,8,41,3,123,48,25,20,0,6,28,4.666666666666667,14,2.9285714285714284,3.7376696182833684,71,0
4,3.5,0.5,0,1,0,0,0,0,0,0,0,158,0.0,0,0.0,0.6931471805599453,187,1
1,4.0,3.0,0,3,0,1,0,1,0,0,0,132,0.5,0,0.25,1.3862943611198906,91,1
5,4.0,1.0,2,63,1,91,5,14,2,0,1,2019,1.71875,3,1.421875,4.1588830833596715,98,0
4,4.0,0.0,21,113,0,79,36,80,12,4,0,1624,1.7105263157894737,21,0.6929824561403509,4.736198448394496,484,0
4,4.0,0.0,0,4,0,2,0,0,0,0,0,30,0.4,0,0.4,1.6094379124341003,157,0
5,4.0,1.0,11,14,0,5,0,1,0,47,0,2,0.4,11,0.3333333333333333,2.70805020110221,39,0
4,4.0,0.0,0,7,0,0,0,0,0,0,0,20,0.0,0,0.0,2.0794415416798357,12,1
5,4.0,1.0,9,7,0,1,1,0,0,0,0,12,0.25,9,0.125,2.0794415416798357,38,1
4,4.0,0.0,50,450,3,894,494,323,315,0,25,909,3.7937915742793793,75,1.982261640798226,6.111467339502679,251,0
5,4.0,1.0,64,139,0,225,101,112,33,0,7,30,3.1285714285714286,71,1.6071428571428572,4.941642422609304,116,0
4,4.0,0.0,26,184,1,121,49,35,26,0,2,647,1.1081081081081081,28,0.654054054054054,5.220355825078324,164,0
5,4.5,0.5,8,12,0,9,4,4,0,0,0,511,1.3076923076923077,8,0.6923076923076923,2.5649493574615367,48,0
5,3.5,1.5,0,4,0,0,0,0,0,0,0,23,0.0,0,0.0,1.6094379124341003,42,1
5,4.5,0.5,60,408,4,281,118,118,55,1,14,1411,1.2640586797066016,74,0.687041564792176,6.013715156042802,145,0
5,4.0,1.0,14,35,1,38,21,8,6,0,5,104,1.8611111111111112,19,1.0555555555555556,3.58351893845611,88,0
3,4.0,1.0,0,4,0,0,0,0,0,0,0,42,0.0,0,0.0,1.6094379124341003,162,1
5,4.5,0.5,204,117,21,208,132,143,114,54,19,1082,4.093220338983051,223,1.7627118644067796,4.770684624465665,584,0
3,4.0,1.0,0,3,0,2,0,1,0,0,0,0,0.75,0,0.5,1.3862943611198906,32,1
5,4.0,1.0,2,41,0,36,12,26,1,0,0,1078,1.7619047619047619,2,0.8571428571428571,3.7376696182833684,27,0
4,3.5,0.5,0,6,0,2,3,0,0,0,0,66,0.7142857142857143,0,0.2857142857142857,1.9459101490553132,20,1
2,4.0,2.0,3,10,0,5,5,0,0,0,0,9,0.9090909090909091,3,0.45454545454545453,2.3978952727983707,30,1
5,3.5,1.5,11,370,0,162,54,59,5,0,4,55,0.7412398921832885,15,0.4366576819407008,5.916202062607435,19,0
5,4.0,1.0,0,1,0,0,0,0,0,0,0,19,0.0,0,0.0,0.6931471805599453,25,1
4,4.0,0.0,0,11,0,0,0,0,0,0,0,58,0.0,0,0.0,2.4849066497880004,34,1
2,4.0,2.0,258,321,1,740,664,747,481,0,16,733,6.680124223602484,274,2.298136645962733,5.7745515455444085,81,0
4,4.0,0.0,4,1,0,0,0,0,0,2,0,549,0.0,4,0.0,0.6931471805599453,37,0
5,4.0,1.0,20,77,3,92,52,28,33,0,8,1289,2.2051282051282053,28,1.1794871794871795,4.356708826689592,245,0
5,4.0,1.0,0,1,0,0,0,0,0,0,0,13,0.0,0,0.0,0.6931471805599453,71,1
1,3.5,2.5,0,2,0,0,0,0,0,0,0,176,0.0,0,0.0,1.0986122886681098,51,1
2,4.0,2.0,24,78,1,122,25,21,9,0,4,17,2.1265822784810124,28,1.5443037974683544,4.3694478524670215,101,0
4,4.0,0.0,3,58,0,68,31,44,6,1,2,1026,2.4237288135593222,5,1.152542372881356,4.07753744390572,85,0
1,4.0,3.0,0,1,0,1,1,2,0,0,0,15,2.0,0,0.5,0.6931471805599453,47,1
5,4.0,1.0,0,9,0,13,1,6,2,0,0,545,2.0,0,1.3,2.302585092994046,55,0
5,4.0,1.0,0,8,2,8,4,5,0,0,0,1194,1.8888888888888888,0,0.8888888888888888,2.1972245773362196,96,0
5,4.0,1.0,0,4,0,0,0,0,0,0,0,18,0.0,0,0.0,1.6094379124341003,6,1
3,4.0,1.0,14,19,2,13,6,7,0,37,0,913,1.3,14,0.65,2.995732273553991,74,0
5,4.5,0.5,39,86,9,111,42,61,18,1,5,172,2.4597701149425286,44,1.2758620689655173,4.465908118654584,115,0
2,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.6931471805599453,51,1
2,4.0,2.0,0,3,0,0,0,0,0,0,0,51,0.0,0,0.0,1.3862943611198906,34,1
1,4.0,3.0,0,5,0,0,0,0,0,0,0,97,0.0,0,0.0,1.791759469228055,39,1
4,3.5,0.5,9,28,0,13,5,0,1,33,0,892,0.6206896551724138,9,0.4482758620689655,3.367295829986474,73,0
4,4.0,0.0,54,27,1,27,15,2,3,1,2,1476,1.5714285714285714,56,0.9642857142857143,3.332204510175204,51,0
5,4.0,1.0,0,24,0,22,5,20,1,0,0,1003,1.88,0,0.88,3.2188758248682006,7,0
4,4.0,0.0,35,223,0,117,37,28,20,54,2,187,0.8125,37,0.5223214285714286,5.4116460518550396,53,0
4,4.0,0.0,10,22,0,11,4,2,2,0,0,43,0.7391304347826086,10,0.4782608695652174,3.1354942159291497,37,0
5,4.0,1.0,0,6,0,1,0,0,0,0,0,25,0.14285714285714285,0,0.14285714285714285,1.9459101490553132,62,1
5,4.0,1.0,22,46,0,32,5,4,8,0,0,56,0.8723404255319149,22,0.6808510638297872,3.8501476017100584,133,0
5,3.5,1.5,23,40,0,14,4,3,2,84,0,1188,0.5121951219512195,23,0.34146341463414637,3.713572066704308,145,0
3,4.0,1.0,0,2,0,0,0,0,0,0,0,3,0.0,0,0.0,1.0986122886681098,29,1
4,4.0,0.0,23,174,0,148,75,95,28,0,6,338,1.8171428571428572,29,0.8457142857142858,5.1647859739235145,79,0
2,4.0,2.0,0,3,0,1,1,1,0,0,0,117,0.75,0,0.25,1.3862943611198906,203,1
5,4.0,1.0,8,16,0,13,6,30,6,0,1,0,2.8823529411764706,9,0.7647058823529411,2.833213344056216,47,0
5,4.0,1.0,0,2,0,2,0,0,0,0,0,21,0.6666666666666666,0,0.6666666666666666,1.0986122886681098,58,1
4,4.5,0.5,1,1,0,0,0,0,0,0,0,9,0.0,1,0.0,0.6931471805599453,50,1
5,4.5,0.5,313,851,7,3042,2118,1814,1222,5,78,841,8.185446009389672,391,3.5704225352112675,6.747586526829315,22,0
4,4.5,0.5,0,12,0,9,0,0,0,0,0,5,0.6923076923076923,0,0.6923076923076923,2.5649493574615367,3,1
5,4.0,1.0,0,2,0,0,0,0,0,0,0,12,0.0,0,0.0,1.0986122886681098,49,1
5,4.0,1.0,44,9,0,7,0,8,5,0,1,287,1.5,45,0.7,2.302585092994046,58,0
5,3.5,1.5,0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.6931471805599453,41,1
5,4.0,1.0,0,5,0,2,0,0,0,0,0,192,0.3333333333333333,0,0.3333333333333333,1.791759469228055,41,1
5,4.0,1.0,0,3,0,2,0,0,0,0,0,18,0.5,0,0.5,1.3862943611198906,18,1
5,4.0,1.0,0,7,0,5,1,0,1,0,0,753,0.75,0,0.625,2.0794415416798357,154,1
4,4.0,0.0,8,5,0,7,2,0,0,6,0,355,1.5,8,1.1666666666666667,1.791759469228055,102,0
1,4.0,3.0,0,13,1,4,2,6,0,0,0,896,0.8571428571428571,0,0.2857142857142857,2.6390573296152584,44,0
2,4.0,2.0,0,1,0,2,0,0,0,0,0,8,1.0,0,1.0,0.6931471805599453,244,1
5,4.0,1.0,0,1,0,0,0,0,0,0,0,27,0.0,0,0.0,0.6931471805599453,67,1
5,3.5,1.5,148,263,1,251,135,96,84,46,6,403,1.8257575757575757,154,0.9507575757575758,5.575949103146316,85,0
4,4.0,0.0,0,35,0,15,8,15,0,0,1,9,1.0555555555555556,1,0.4166666666666667,3.58351893845611,9,1
3,4.0,1.0,10,11,0,12,12,1,0,0,1,28,2.0833333333333335,11,1.0,2.4849066497880004,15,1
4,4.0,0.0,11,4,0,0,1,0,0,1,0,396,0.2,11,0.0,1.6094379124341003,27,0
5,4.0,1.0,0,3,0,0,0,0,1,0,0,27,0.0,0,0.0,1.3862943611198906,18,1
4,4.0,0.0,1,1,0,1,1,0,0,0,0,18,1.0,1,0.5,0.6931471805599453,56,1
3,4.0,1.0,3,22,1,21,7,4,0,0,0,1189,1.391304347826087,3,0.9130434782608695,3.1354942159291497,43,0
4,4.0,0.0,13,34,0,25,9,7,1,0,0,550,1.1714285714285715,13,0.7142857142857143,3.5553480614894135,46,1
4,4.0,0.0,66,46,0,31,13,12,2,0,0,496,1.1914893617021276,66,0.6595744680851063,3.8501476017100584,19,0
1,3.5,2.5,0,3,0,0,0,1,0,0,0,90,0.25,0,0.0,1.3862943611198906,87,1
4,4.0,0.0,4,18,0,5,2,2,1,0,1,691,0.47368421052631576,5,0.2631578947368421,2.9444389791664403,53,0
5,4.0,1.0,0,3,0,0,0,0,0,0,0,24,0.0,0,0.0,1.3862943611198906,85,1
5,4.0,1.0,0,1,0,0,0,0,0,0,0,798,0.0,0,0.0,0.6931471805599453,35,1
3,4.0,1.0,3,8,0,12,3,2,2,1,0,173,1.8888888888888888,3,1.3333333333333333,2.1972245773362196,18,0
5,3.5,1.5,0,17,0,2,1,1,0,0,0,153,0.2222222222222222,0,0.1111111111111111,2.8903717578961645,41,1
4,4.0,0.0,10,2,0,1,0,0,0,0,0,60,0.3333333333333333,10,0.3333333333333333,1.0986122886681098,12,1
3,4.5,1.5,1,81,1,17,9,3,3,0,0,832,0.35365853658536583,1,0.2073170731707317,4.406719247264253,98,0
4,4.0,0.0,1,19,2,13,7,1,0,2,0,514,1.05,1,0.65,2.995732273553991,39,0
1,4.0,3.0,0,1,0,0,0,0,0,0,0,13,0.0,0,0.0,0.6931471805599453,38,1
2,4.5,2.5,6,14,1,23,6,1,1,0,1,746,2.0,7,1.5333333333333334,2.70805020110221,80,0
1,4.0,3.0,8,32,1,51,17,22,4,1,1,371,2.727272727272727,9,1.5454545454545454,3.4965075614664802,201,0
1,4.0,3.0,0,1,0,3,0,0,0,0,0,189,1.5,0,1.5,0.6931471805599453,104,1
4,4.0,0.0,0,5,0,0,0,0,0,0,0,30,0.0,0,0.0,1.791759469228055,24,1
3,3.5,0.5,0,12,0,1,1,0,0,0,0,95,0.15384615384615385,0,0.07692307692307693,2.5649493574615367,54,0
4,3.5,0.5,0,6,0,7,0,0,0,0,1,16,1.0,1,1.0,1.9459101490553132,91,0
5,4.0,1.0,7,10,0,12,3,1,2,0,0,442,1.4545454545454546,7,1.0909090909090908,2.3978952727983707,115,1
5,4.0,1.0,1,29,0,5,0,0,1,0,0,19,0.16666666666666666,1,0.16666666666666666,3.4011973816621555,50,1
4,4.0,0.0,5,28,0,20,3,1,1,0,1,1130,0.8275862068965517,6,0.6896551724137931,3.367295829986474,39,0
4,4.0,0.0,0,11,0,0,0,0,0,0,0,30,0.0,0,0.0,2.4849066497880004,31,1
2,4.0,2.0,0,4,1,1,1,2,0,0,2,368,0.8,2,0.2,1.6094379124341003,17,0
5,4.0,1.0,1,25,0,18,6,3,4,0,0,39,1.0384615384615385,1,0.6923076923076923,3.258096538021482,69,1
5,4.0,1.0,0,1,0,1,2,0,0,0,0,22,1.5,0,0.5,0.6931471805599453,70,1
5,4.0,1.0,4,47,0,39,22,11,8,0,0,43,1.5,4,0.8125,3.871201010907891,97,0
3,4.0,1.0,7,67,1,61,25,14,1,0,0,63,1.4705882352941178,7,0.8970588235294118,4.219507705176107,59,0
2,4.0,2.0,0,2,0,2,0,0,0,0,0,33,0.6666666666666666,0,0.6666666666666666,1.0986122886681098,74,1
4,4.0,0.0,0,18,0,4,0,0,0,0,0,26,0.21052631578947367,0,0.21052631578947367,2.9444389791664403,11,1
4,4.0,0.0,0,19,0,6,1,0,0,0,0,25,0.35,0,0.3,2.995732273553991,122,0
5,4.0,1.0,0,7,0,1,1,1,0,3,0,223,0.375,0,0.125,2.0794415416798357,46,0
5,4.0,1.0,0,41,0,1,0,1,0,0,0,29,0.047619047619047616,0,0.023809523809523808,3.7376696182833684,6,1
4,4.0,0.0,0,2,0,0,0,0,0,0,0,13,0.0,0,0.0,1.0986122886681098,13,1
5,4.0,1.0,4,3,1,2,0,0,0,0,0,30,0.5,4,0.5,1.3862943611198906,49,0
4,4.0,0.0,0,2,0,0,0,0,0,0,0,219,0.0,0,0.0,1.0986122886681098,12,1
5,4.0,1.0,759,1813,7,7337,5235,3328,3432,0,121,1110,8.7651598676957,880,4.044652701212789,7.503289630675082,334,0
4,4.0,0.0,0,4,0,0,0,1,0,0,0,544,0.2,0,0.0,1.6094379124341003,26,1
2,4.0,2.0,22,5,3,4,0,0,0,0,1,662,0.6666666666666666,23,0.6666666666666666,1.791759469228055,185,0
5,4.5,0.5,5,12,3,29,19,7,1,0,0,219,4.230769230769231,5,2.230769230769231,2.5649493574615367,310,0
4,4.0,0.0,19,26,3,43,15,12,5,0,0,529,2.5925925925925926,19,1.5925925925925926,3.295836866004329,93,0
1,3.5,2.5,0,6,0,0,0,0,0,0,0,349,0.0,0,0.0,1.9459101490553132,55,1
5,3.5,1.5,0,1,0,0,0,0,0,0,0,2,0.0,0,0.0,0.6931471805599453,66,1
1,3.5,2.5,169,42,1,70,42,107,12,0,2,202,5.093023255813954,171,1.627906976744186,3.7612001156935624,170,0
4,4.5,0.5,10,23,0,34,11,3,4,0,0,16,2.0,10,1.4166666666666667,3.1780538303479458,10,0
5,3.5,1.5,0,1,0,0,0,0,0,0,0,18,0.0,0,0.0,0.6931471805599453,20,1
1,4.0,3.0,0,1,0,0,0,0,0,0,0,5,0.0,0,0.0,0.6931471805599453,28,1
2,4.0,2.0,0,10,0,2,1,0,0,0,0,19,0.2727272727272727,0,0.18181818181818182,2.3978952727983707,21,1
5,4.0,1.0,11,44,1,81,26,38,9,0,2,398,3.2222222222222223,13,1.8,3.8066624897703196,42,0
5,4.0,1.0,0,1,0,1,1,0,0,0,0,13,1.0,0,0.5,0.6931471805599453,137,1
5,4.0,1.0,0,3,0,1,1,0,0,0,0,471,0.5,0,0.25,1.3862943611198906,36,1
4,4.0,0.0,0,23,0,13,1,0,0,0,0,1143,0.5833333333333334,0,0.5416666666666666,3.1780538303479458,54,0
5,3.5,1.5,206,228,3,630,454,415,277,0,37,531,6.545851528384279,243,2.7510917030567685,5.43372200355424,126,0
3,4.0,1.0,273,774,4,1846,1439,1565,732,0,47,638,6.258064516129032,320,2.3819354838709677,6.652863029353347,106,0
5,4.0,1.0,1,2,0,0,0,0,1,0,1,6,0.0,2,0.0,1.0986122886681098,26,1
5,4.0,1.0,0,1,0,0,0,0,0,2,0,11,0.0,0,0.0,0.6931471805599453,43,0
3,4.0,1.0,0,14,0,2,1,0,0,0,1,29,0.2,1,0.13333333333333333,2.70805020110221,32,1
4,4.0,0.0,1,7,0,1,1,1,0,0,0,1,0.375,1,0.125,2.0794415416798357,21,1
2,4.0,2.0,0,4,0,0,1,0,0,0,0,107,0.2,0,0.0,1.6094379124341003,87,1
1,4.0,3.0,0,1,0,3,3,4,0,0,0,3,5.0,0,1.5,0.6931471805599453,277,1
5,4.0,1.0,0,3,0,2,1,0,0,0,0,13,0.75,0,0.5,1.3862943611198906,23,1
4,4.0,0.0,216,217,0,602,419,397,317,545,35,22,6.504587155963303,251,2.761467889908257,5.384495062789089,79,0
5,4.0,1.0,5,7,0,1,1,0,0,0,0,35,0.25,5,0.125,2.0794415416798357,185,0
5,4.0,1.0,0,6,0,2,0,1,0,0,0,30,0.42857142857142855,0,0.2857142857142857,1.9459101490553132,36,1
5,4.0,1.0,7,6,0,12,7,7,0,0,0,159,3.7142857142857144,7,1.7142857142857142,1.9459101490553132,4,1
4,4.0,0.0,165,585,0,532,271,273,118,0,15,701,1.8361774744027304,180,0.9078498293515358,6.373319789577012,46,0
4,4.0,0.0,0,13,0,5,2,0,1,0,0,28,0.5,0,0.35714285714285715,2.6390573296152584,79,0
4,4.0,0.0,0,1,0,1,0,0,0,0,0,4,0.5,0,0.5,0.6931471805599453,26,1
4,3.5,0.5,5,5,0,3,0,0,0,0,0,11,0.5,5,0.5,1.791759469228055,23,0
2,4.0,2.0,14,42,1,12,5,2,3,0,2,553,0.4418604651162791,16,0.27906976744186046,3.7612001156935624,53,0
5,4.0,1.0,1,12,0,3,0,0,1,0,0,28,0.23076923076923078,1,0.23076923076923078,2.5649493574615367,46,1
3,3.5,0.5,0,4,0,5,2,0,0,0,0,15,1.4,0,1.0,1.6094379124341003,116,1
2,4.0,2.0,4,52,1,36,8,13,2,0,0,19,1.0754716981132075,4,0.6792452830188679,3.970291913552122,13,0
5,4.0,1.0,88,92,0,68,49,40,34,0,3,1075,1.6881720430107527,91,0.7311827956989247,4.532599493153256,79,0
5,4.0,1.0,0,6,0,1,1,0,0,0,0,11,0.2857142857142857,0,0.14285714285714285,1.9459101490553132,62,1
5,3.5,1.5,10,55,0,50,38,36,11,0,0,31,2.2142857142857144,10,0.8928571428571429,4.02535169073515,48,0
2,4.0,2.0,0,23,0,1,0,0,0,0,0,24,0.041666666666666664,0,0.041666666666666664,3.1780538303479458,11,1
2,3.5,1.5,1,2,0,0,0,1,0,0,0,29,0.3333333333333333,1,0.0,1.0986122886681098,65,1
1,4.0,3.0,0,1,0,0,0,0,0,0,0,402,0.0,0,0.0,0.6931471805599453,81,1
5,4.0,1.0,10,64,0,99,63,26,16,0,0,442,2.8923076923076922,10,1.523076923076923,4.174387269895637,259,0
5,4.0,1.0,1,8,0,4,1,1,0,0,0,440,0.6666666666666666,1,0.4444444444444444,2.1972245773362196,34,0
5,4.0,1.0,0,8,0,3,2,2,0,0,0,23,0.7777777777777778,0,0.3333333333333333,2.1972245773362196,40,1
5,4.0,1.0,37,8,0,1,0,0,0,0,0,28,0.1111111111111111,37,0.1111111111111111,2.1972245773362196,34,1
5,4.0,1.0,0,2,0,0,0,0,0,0,0,5,0.0,0,0.0,1.0986122886681098,20,1
1,4.0,3.0,13,45,0,35,18,33,2,0,0,17,1.8695652173913044,13,0.7608695652173914,3.828641396489095,31,1
5,4.0,1.0,1,2,0,1,0,0,0,0,0,1139,0.3333333333333333,1,0.3333333333333333,1.0986122886681098,34,1
4,4.0,0.0,1,3,0,0,0,0,0,0,0,5,0.0,1,0.0,1.3862943611198906,58,1
2,4.0,2.0,2,7,0,2,0,0,1,0,0,229,0.25,2,0.25,2.0794415416798357,37,1
4,4.0,0.0,140,609,0,819,417,515,221,40,22,1127,2.8704918032786884,162,1.342622950819672,6.413458957167357,136,0
2,4.0,2.0,2,77,2,35,17,21,7,0,0,255,0.9358974358974359,2,0.44871794871794873,4.356708826689592,31,0
2,4.0,2.0,2,3,0,0,0,1,0,0,0,386,0.25,2,0.0,1.3862943611198906,65,0
5,4.0,1.0,571,434,3,2869,2222,1995,2205,321,52,463,16.28965517241379,623,6.5954022988505745,6.075346031088684,300,0
5,4.0,1.0,0,4,0,0,0,0,0,0,0,14,0.0,0,0.0,1.6094379124341003,42,1
4,4.0,0.0,6,151,0,129,56,38,27,45,5,409,1.4671052631578947,11,0.8486842105263158,5.0238805208462765,116,0
5,4.0,1.0,0,6,0,1,0,0,0,0,0,18,0.14285714285714285,0,0.14285714285714285,1.9459101490553132,18,1
3,4.0,1.0,15,23,0,6,3,2,1,0,0,43,0.4583333333333333,15,0.25,3.1780538303479458,18,0
4,3.5,0.5,0,7,0,1,0,0,0,0,0,638,0.125,0,0.125,2.0794415416798357,113,0
5,4.0,1.0,24,191,0,133,67,64,26,0,4,980,1.375,28,0.6927083333333334,5.2574953720277815,116,0
4,4.0,0.0,2,42,0,23,9,8,3,0,1,23,0.9302325581395349,3,0.5348837209302325,3.7612001156935624,34,0
5,4.0,1.0,0,1,0,0,0,0,0,0,0,19,0.0,0,0.0,0.6931471805599453,30,1
2,4.0,2.0,41,24,3,23,10,7,2,0,0,592,1.6,41,0.92,3.2188758248682006,29,0
5,4.0,1.0,0,5,0,1,0,0,0,0,0,267,0.16666666666666666,0,0.16666666666666666,1.791759469228055,115,1
1,3.5,2.5,1,1,0,0,0,0,0,0,0,59,0.0,1,0.0,0.6931471805599453,21,1
4,4.0,0.0,12,10,0,2,0,0,1,0,0,74,0.18181818181818182,12,0.18181818181818182,2.3978952727983707,36,1
